section,line_item,unit,month,value,value_text
Timeline,Year,year,2026-01-01,2026.0,2026.0
Timeline,Year,year,2026-02-01,2026.0,2026.0
Timeline,Year,year,2026-03-01,2026.0,2026.0
Timeline,Year,year,2026-04-01,2026.0,2026.0
Timeline,Year,year,2026-05-01,2026.0,2026.0
Timeline,Year,year,2026-06-01,2026.0,2026.0
Timeline,Year,year,2026-07-01,2026.0,2026.0
Timeline,Year,year,2026-08-01,2026.0,2026.0
Timeline,Year,year,2026-09-01,2026.0,2026.0
Timeline,Year,year,2026-10-01,2026.0,2026.0
Timeline,Year,year,2026-11-01,2026.0,2026.0
Timeline,Year,year,2026-12-01,2026.0,2026.0
Timeline,Year,year,2027-01-01,2027.0,2027.0
Timeline,Year,year,2027-02-01,2027.0,2027.0
Timeline,Year,year,2027-03-01,2027.0,2027.0
Timeline,Year,year,2027-04-01,2027.0,2027.0
Timeline,Year,year,2027-05-01,2027.0,2027.0
Timeline,Year,year,2027-06-01,2027.0,2027.0
Timeline,Year,year,2027-07-01,2027.0,2027.0
Timeline,Year,year,2027-08-01,2027.0,2027.0
Timeline,Year,year,2027-09-01,2027.0,2027.0
Timeline,Year,year,2027-10-01,2027.0,2027.0
Timeline,Year,year,2027-11-01,2027.0,2027.0
Timeline,Year,year,2027-12-01,2027.0,2027.0
Timeline,Year,year,Method / Note,,Calendar year
Timeline,Month,month,2026-01-01,,Thg1
Timeline,Month,month,2026-02-01,,Thg2
Timeline,Month,month,2026-03-01,,Thg3
Timeline,Month,month,2026-04-01,,Thg4
Timeline,Month,month,2026-05-01,,Thg5
Timeline,Month,month,2026-06-01,,Thg6
Timeline,Month,month,2026-07-01,,Thg7
Timeline,Month,month,2026-08-01,,Thg8
Timeline,Month,month,2026-09-01,,Thg9
Timeline,Month,month,2026-10-01,,Thg10
Timeline,Month,month,2026-11-01,,Thg11
Timeline,Month,month,2026-12-01,,Thg12
Timeline,Month,month,2027-01-01,,Thg1
Timeline,Month,month,2027-02-01,,Thg2
Timeline,Month,month,2027-03-01,,Thg3
Timeline,Month,month,2027-04-01,,Thg4
Timeline,Month,month,2027-05-01,,Thg5
Timeline,Month,month,2027-06-01,,Thg6
Timeline,Month,month,2027-07-01,,Thg7
Timeline,Month,month,2027-08-01,,Thg8
Timeline,Month,month,2027-09-01,,Thg9
Timeline,Month,month,2027-10-01,,Thg10
Timeline,Month,month,2027-11-01,,Thg11
Timeline,Month,month,2027-12-01,,Thg12
Timeline,Month,month,Method / Note,,Calendar month
Timeline,Status,text,2026-01-01,,Budget
Timeline,Status,text,2026-02-01,,Budget
Timeline,Status,text,2026-03-01,,Budget
Timeline,Status,text,2026-04-01,,Budget
Timeline,Status,text,2026-05-01,,Budget
Timeline,Status,text,2026-06-01,,Budget
Timeline,Status,text,2026-07-01,,Budget
Timeline,Status,text,2026-08-01,,Budget
Timeline,Status,text,2026-09-01,,Budget
Timeline,Status,text,2026-10-01,,Budget
Timeline,Status,text,2026-11-01,,Budget
Timeline,Status,text,2026-12-01,,Budget
Timeline,Status,text,2027-01-01,,Budget
Timeline,Status,text,2027-02-01,,Budget
Timeline,Status,text,2027-03-01,,Budget
Timeline,Status,text,2027-04-01,,Budget
Timeline,Status,text,2027-05-01,,Budget
Timeline,Status,text,2027-06-01,,Budget
Timeline,Status,text,2027-07-01,,Budget
Timeline,Status,text,2027-08-01,,Budget
Timeline,Status,text,2027-09-01,,Budget
Timeline,Status,text,2027-10-01,,Budget
Timeline,Status,text,2027-11-01,,Budget
Timeline,Status,text,2027-12-01,,Budget
Timeline,Status,text,Method / Note,,Budget period; actual comparison is in variance block below.
Planning,Revenue phasing,%,2026-01-01,0.08715382753606087,0.0871538275360609
Planning,Revenue phasing,%,2026-02-01,0.07177374032381484,0.0717737403238148
Planning,Revenue phasing,%,2026-03-01,0.07247484965417422,0.0724748496541742
Planning,Revenue phasing,%,2026-04-01,0.08272938414711387,0.0827293841471139
Planning,Revenue phasing,%,2026-05-01,0.08269619051653382,0.0826961905165338
Planning,Revenue phasing,%,2026-06-01,0.08118894123210915,0.0811889412321092
Planning,Revenue phasing,%,2026-07-01,0.08230798366567041,0.0823079836656704
Planning,Revenue phasing,%,2026-08-01,0.08492919541335403,0.084929195413354
Planning,Revenue phasing,%,2026-09-01,0.0875967859128762,0.0875967859128762
Planning,Revenue phasing,%,2026-10-01,0.09234595284057756,0.0923459528405776
Planning,Revenue phasing,%,2026-11-01,0.08606071927549659,0.0860607192754966
Planning,Revenue phasing,%,2026-12-01,0.08874242948221842,0.0887424294822184
Planning,Revenue phasing,%,2027-01-01,0.08715382753606087,0.0871538275360609
Planning,Revenue phasing,%,2027-02-01,0.07177374032381484,0.0717737403238148
Planning,Revenue phasing,%,2027-03-01,0.07247484965417422,0.0724748496541742
Planning,Revenue phasing,%,2027-04-01,0.08272938414711387,0.0827293841471139
Planning,Revenue phasing,%,2027-05-01,0.08269619051653382,0.0826961905165338
Planning,Revenue phasing,%,2027-06-01,0.08118894123210915,0.0811889412321092
Planning,Revenue phasing,%,2027-07-01,0.08230798366567041,0.0823079836656704
Planning,Revenue phasing,%,2027-08-01,0.08492919541335403,0.084929195413354
Planning,Revenue phasing,%,2027-09-01,0.0875967859128762,0.0875967859128762
Planning,Revenue phasing,%,2027-10-01,0.09234595284057756,0.0923459528405776
Planning,Revenue phasing,%,2027-11-01,0.08606071927549659,0.0860607192754966
Planning,Revenue phasing,%,2027-12-01,0.08874242948221842,0.0887424294822184
Planning,Revenue phasing,%,Method / Note,,Linked to monthly phasing assumption by month.
Revenue,Total Revenue,VND bn,2026-01-01,16123.45809417126,16123.4580941713
Revenue,Total Revenue,VND bn,2026-02-01,13278.141959905744,13278.1419599057
Revenue,Total Revenue,VND bn,2026-03-01,13407.84718602223,13407.8471860222
Revenue,Total Revenue,VND bn,2026-04-01,15304.936067216066,15304.9360672161
Revenue,Total Revenue,VND bn,2026-05-01,15298.795245558757,15298.7952455588
Revenue,Total Revenue,VND bn,2026-06-01,15019.954127940193,15019.9541279402
Revenue,Total Revenue,VND bn,2026-07-01,15226.976978149025,15226.976978149
Revenue,Total Revenue,VND bn,2026-08-01,15711.901151470496,15711.9011514705
Revenue,Total Revenue,VND bn,2026-09-01,16205.405393882098,16205.4053938821
Revenue,Total Revenue,VND bn,2026-10-01,17084.00127550685,17084.0012755068
Revenue,Total Revenue,VND bn,2026-11-01,15921.23306596687,15921.2330659669
Revenue,Total Revenue,VND bn,2026-12-01,16417.349454210405,16417.3494542104
Revenue,Total Revenue,VND bn,2027-01-01,18363.50930636696,18363.509306367
Revenue,Total Revenue,VND bn,2027-02-01,15122.890017008087,15122.8900170081
Revenue,Total Revenue,VND bn,2027-03-01,15270.61534447587,15270.6153444759
Revenue,Total Revenue,VND bn,2027-04-01,17431.26904055873,17431.2690405587
Revenue,Total Revenue,VND bn,2027-05-01,17424.275067243943,17424.2750672439
Revenue,Total Revenue,VND bn,2027-06-01,17106.694221467606,17106.6942214676
Revenue,Total Revenue,VND bn,2027-07-01,17342.47900251373,17342.4790025137
Revenue,Total Revenue,VND bn,2027-08-01,17894.77426806165,17894.7742680617
Revenue,Total Revenue,VND bn,2027-09-01,18456.84164190456,18456.8416419046
Revenue,Total Revenue,VND bn,2027-10-01,19457.501894470628,19457.5018944706
Revenue,Total Revenue,VND bn,2027-11-01,18133.18891444346,18133.1889144435
Revenue,Total Revenue,VND bn,2027-12-01,18698.231342645937,18698.2313426459
Revenue,Total Revenue,VND bn,FY2026 Check,0.0,0.0
Revenue,Total Revenue,VND bn,FY2027 Check,0.0,0.0
Revenue,Total Revenue,VND bn,Method / Note,,Annual revenue x monthly phasing.
Revenue,TGDD / TopZone Revenue,VND bn,2026-01-01,3427.4066079542827,3427.40660795428
Revenue,TGDD / TopZone Revenue,VND bn,2026-02-01,2822.570147727057,2822.57014772706
Revenue,TGDD / TopZone Revenue,VND bn,2026-03-01,2850.141934528708,2850.14193452871
Revenue,TGDD / TopZone Revenue,VND bn,2026-04-01,3253.4111916138795,3253.41119161388
Revenue,TGDD / TopZone Revenue,VND bn,2026-05-01,3252.105820731058,3252.10582073106
Revenue,TGDD / TopZone Revenue,VND bn,2026-06-01,3192.831818621007,3192.83181862101
Revenue,TGDD / TopZone Revenue,VND bn,2026-07-01,3236.8392195556607,3236.83921955566
Revenue,TGDD / TopZone Revenue,VND bn,2026-08-01,3339.920847968837,3339.92084796884
Revenue,TGDD / TopZone Revenue,VND bn,2026-09-01,3444.826364615198,3444.8263646152
Revenue,TGDD / TopZone Revenue,VND bn,2026-10-01,3631.5918409053434,3631.59184090534
Revenue,TGDD / TopZone Revenue,VND bn,2026-11-01,3384.4190928744974,3384.4190928745
Revenue,TGDD / TopZone Revenue,VND bn,2026-12-01,3489.879880346325,3489.87988034633
Revenue,TGDD / TopZone Revenue,VND bn,2027-01-01,3564.5028722724537,3564.50287227245
Revenue,TGDD / TopZone Revenue,VND bn,2027-02-01,2935.4729536361388,2935.47295363614
Revenue,TGDD / TopZone Revenue,VND bn,2027-03-01,2964.147611909856,2964.14761190986
